,name,rating,reviews,salary,interviews,jobs,discription,years_old
1662,Cognizant,3.9,44.9k,5.8L,4.9k,426,IT Services & Consulting | 1 Lakh+ Employees | Forbes Global 2000 | 30 years old | Teaneck. New Jersey. +176 more,30
1663,Wipro,3.8,42.7k,4.4L,4.8k,156,IT Services & Consulting | 1 Lakh+ Employees | Public | 79 years old | Bangalore/Bengaluru +283 more,79
1664,Capgemini,3.8,36.7k,4.4L,4.1k,1.5k,IT Services & Consulting | 1 Lakh+ Employees | Public | 57 years old | Paris +145 more,57
1665,HDFC Bank,3.9,35.7k,1.4L,1.9k,174,Banking | 1 Lakh+ Employees | Public | 30 years old | Mumbai +1580 more,30
1666,ICICI Bank,4.0,35.1k,1.5L,2.3k,46,Banking | 1 Lakh+ Employees | Public | 30 years old | Mumbai +1310 more,30
1667,Infosys,3.8,34.5k,4.8L,6.6k,1.1k,IT Services & Consulting | 1 Lakh+ Employees | Public | 43 years old | Bengaluru/Bangalore +187 more,43
1668,HCLTech,3.6,31.7k,3.2L,3.3k,191,IT Services & Consulting | 1 Lakh+ Employees | Public | 33 years old | Noida +195 more,33
1669,Tech Mahindra,3.6,31.7k,2.7L,3.4k,542,IT Services & Consulting | 1 Lakh+ Employees | Public | 38 years old | Pune +283 more,38
1670,Genpact,3.9,28.4k,2L,2.7k,352,IT Services & Consulting | 1 Lakh+ Employees | Public | 27 years old | New York +121 more,27
1671,Teleperformance,3.9,24.9k,87.8k,1.6k,191,BPO | 50k-1 Lakh Employees | Forbes Global 2000 | 46 years old | Paris +197 more,46
1672,Axis Bank,3.8,23.1k,98.7k,1.4k,114,Banking | 50k-1 Lakh Employees | Public | 31 years old | Mumbai +1334 more,31
1673,Amazon,4.1,23k,1.3L,4.5k,147,Internet | 1 Lakh+ Employees | Public | 30 years old | Seattle +445 more,30
1674,Concentrix Corporation,3.9,23k,1.1L,1.4k,56,IT Services & Consulting | 50k-1 Lakh Employees | Public | 41 years old | Fremont +125 more,41
1675,Jio,3.9,20.9k,65.4k,1.5k,108,Telecom | 50k-1 Lakh Employees | Public | 6 years old | Navi Mumbai +1186 more,6
1676,IBM,4.1,20.4k,2.2L,2.1k,2.4k,IT Services & Consulting | 1 Lakh+ Employees | Public | 113 years old | Armonk +151 more,113
1677,Reliance Retail,3.9,20.2k,64.2k,1.4k,164,Retail | 1 Lakh+ Employees | 18 years old | Navi Mumbai +1023 more,18
1678,HDB Financial Services,4.0,18.6k,50.2k,724,118,NBFC | 1 Lakh+ Employees | 17 years old | Ahmedabad +974 more,17
1679,iEnergizer,4.7,18k,19.9k,414,44,BPO | 10k-50k Employees | 24 years old | Noida +31 more,24
1680,TCS,3.7,79.6k,8.8L,9k,935,IT Services & Consulting | 1 Lakh+ Employees | Public | 56 years old | Mumbai +355 more,56
1681,Accenture,4.0,49.6k,5.9L,6.7k,34.8k,IT Services & Consulting | 1 Lakh+ Employees | Public | 35 years old | Dublin +179 more,35
1682,Cognizant,3.9,44.9k,5.8L,4.9k,426,IT Services & Consulting | 1 Lakh+ Employees | Forbes Global 2000 | 30 years old | Teaneck. New Jersey. +176 more,30
1683,Wipro,3.8,42.7k,4.4L,4.8k,156,IT Services & Consulting | 1 Lakh+ Employees | Public | 79 years old | Bangalore/Bengaluru +283 more,79
1684,Capgemini,3.8,36.7k,4.4L,4.1k,1.5k,IT Services & Consulting | 1 Lakh+ Employees | Public | 57 years old | Paris +145 more,57
1685,HDFC Bank,3.9,35.7k,1.4L,1.9k,174,Banking | 1 Lakh+ Employees | Public | 30 years old | Mumbai +1580 more,30
1686,ICICI Bank,4.0,35.1k,1.5L,2.3k,46,Banking | 1 Lakh+ Employees | Public | 30 years old | Mumbai +1310 more,30
1687,Infosys,3.8,34.5k,4.8L,6.6k,1.1k,IT Services & Consulting | 1 Lakh+ Employees | Public | 43 years old | Bengaluru/Bangalore +187 more,43
1688,HCLTech,3.6,31.7k,3.2L,3.3k,191,IT Services & Consulting | 1 Lakh+ Employees | Public | 33 years old | Noida +195 more,33
1689,Tech Mahindra,3.6,31.7k,2.7L,3.4k,542,IT Services & Consulting | 1 Lakh+ Employees | Public | 38 years old | Pune +283 more,38
1690,Genpact,3.9,28.4k,2L,2.7k,352,IT Services & Consulting | 1 Lakh+ Employees | Public | 27 years old | New York +121 more,27
1691,Teleperformance,3.9,24.9k,87.8k,1.6k,191,BPO | 50k-1 Lakh Employees | Forbes Global 2000 | 46 years old | Paris +197 more,46
1692,Axis Bank,3.8,23.1k,98.7k,1.4k,114,Banking | 50k-1 Lakh Employees | Public | 31 years old | Mumbai +1334 more,31
1693,Amazon,4.1,23k,1.3L,4.5k,147,Internet | 1 Lakh+ Employees | Public | 30 years old | Seattle +445 more,30
1694,Concentrix Corporation,3.9,23k,1.1L,1.4k,56,IT Services & Consulting | 50k-1 Lakh Employees | Public | 41 years old | Fremont +125 more,41
1695,Jio,3.9,20.9k,65.4k,1.5k,108,Telecom | 50k-1 Lakh Employees | Public | 6 years old | Navi Mumbai +1186 more,6
1696,IBM,4.1,20.4k,2.2L,2.1k,2.4k,IT Services & Consulting | 1 Lakh+ Employees | Public | 113 years old | Armonk +151 more,113
1697,Reliance Retail,3.9,20.2k,64.2k,1.4k,164,Retail | 1 Lakh+ Employees | 18 years old | Navi Mumbai +1023 more,18
1698,HDB Financial Services,4.0,18.6k,50.2k,724,118,NBFC | 1 Lakh+ Employees | 17 years old | Ahmedabad +974 more,17
1699,iEnergizer,4.7,18k,19.9k,414,44,BPO | 10k-50k Employees | 24 years old | Noida +31 more,24
1700,TCS,3.7,79.6k,8.8L,9k,935,IT Services & Consulting | 1 Lakh+ Employees | Public | 56 years old | Mumbai +355 more,56
1701,Accenture,4.0,49.6k,5.9L,6.7k,34.8k,IT Services & Consulting | 1 Lakh+ Employees | Public | 35 years old | Dublin +179 more,35
1702,Cognizant,3.9,44.9k,5.8L,4.9k,426,IT Services & Consulting | 1 Lakh+ Employees | Forbes Global 2000 | 30 years old | Teaneck. New Jersey. +176 more,30
1703,Wipro,3.8,42.7k,4.4L,4.8k,156,IT Services & Consulting | 1 Lakh+ Employees | Public | 79 years old | Bangalore/Bengaluru +283 more,79
1704,Capgemini,3.8,36.7k,4.4L,4.1k,1.5k,IT Services & Consulting | 1 Lakh+ Employees | Public | 57 years old | Paris +145 more,57
1705,HDFC Bank,3.9,35.7k,1.4L,1.9k,174,Banking | 1 Lakh+ Employees | Public | 30 years old | Mumbai +1580 more,30
1706,ICICI Bank,4.0,35.1k,1.5L,2.3k,46,Banking | 1 Lakh+ Employees | Public | 30 years old | Mumbai +1310 more,30
1707,Infosys,3.8,34.5k,4.8L,6.6k,1.1k,IT Services & Consulting | 1 Lakh+ Employees | Public | 43 years old | Bengaluru/Bangalore +187 more,43
1708,HCLTech,3.6,31.7k,3.2L,3.3k,191,IT Services & Consulting | 1 Lakh+ Employees | Public | 33 years old | Noida +195 more,33
1709,Tech Mahindra,3.6,31.7k,2.7L,3.4k,542,IT Services & Consulting | 1 Lakh+ Employees | Public | 38 years old | Pune +283 more,38
1710,Genpact,3.9,28.4k,2L,2.7k,352,IT Services & Consulting | 1 Lakh+ Employees | Public | 27 years old | New York +121 more,27
1711,Teleperformance,3.9,24.9k,87.8k,1.6k,191,BPO | 50k-1 Lakh Employees | Forbes Global 2000 | 46 years old | Paris +197 more,46
1712,Axis Bank,3.8,23.1k,98.7k,1.4k,114,Banking | 50k-1 Lakh Employees | Public | 31 years old | Mumbai +1334 more,31
1713,Amazon,4.1,23k,1.3L,4.5k,147,Internet | 1 Lakh+ Employees | Public | 30 years old | Seattle +445 more,30
1714,Concentrix Corporation,3.9,23k,1.1L,1.4k,56,IT Services & Consulting | 50k-1 Lakh Employees | Public | 41 years old | Fremont +125 more,41
1715,Jio,3.9,20.9k,65.4k,1.5k,108,Telecom | 50k-1 Lakh Employees | Public | 6 years old | Navi Mumbai +1186 more,6
1716,IBM,4.1,20.4k,2.2L,2.1k,2.4k,IT Services & Consulting | 1 Lakh+ Employees | Public | 113 years old | Armonk +151 more,113
1717,Reliance Retail,3.9,20.2k,64.2k,1.4k,164,Retail | 1 Lakh+ Employees | 18 years old | Navi Mumbai +1023 more,18
1718,HDB Financial Services,4.0,18.6k,50.2k,724,118,NBFC | 1 Lakh+ Employees | 17 years old | Ahmedabad +974 more,17
1719,iEnergizer,4.7,18k,19.9k,414,44,BPO | 10k-50k Employees | 24 years old | Noida +31 more,24
1720,TCS,3.7,79.6k,8.8L,9k,935,IT Services & Consulting | 1 Lakh+ Employees | Public | 56 years old | Mumbai +355 more,56
1721,Accenture,4.0,49.6k,5.9L,6.7k,34.8k,IT Services & Consulting | 1 Lakh+ Employees | Public | 35 years old | Dublin +179 more,35
1722,Cognizant,3.9,44.9k,5.8L,4.9k,426,IT Services & Consulting | 1 Lakh+ Employees | Forbes Global 2000 | 30 years old | Teaneck. New Jersey. +176 more,30
1723,Wipro,3.8,42.7k,4.4L,4.8k,156,IT Services & Consulting | 1 Lakh+ Employees | Public | 79 years old | Bangalore/Bengaluru +283 more,79
1724,Capgemini,3.8,36.7k,4.4L,4.1k,1.5k,IT Services & Consulting | 1 Lakh+ Employees | Public | 57 years old | Paris +145 more,57
1725,HDFC Bank,3.9,35.7k,1.4L,1.9k,174,Banking | 1 Lakh+ Employees | Public | 30 years old | Mumbai +1580 more,30
1726,ICICI Bank,4.0,35.1k,1.5L,2.3k,46,Banking | 1 Lakh+ Employees | Public | 30 years old | Mumbai +1310 more,30
1727,Infosys,3.8,34.5k,4.8L,6.6k,1.1k,IT Services & Consulting | 1 Lakh+ Employees | Public | 43 years old | Bengaluru/Bangalore +187 more,43
1728,HCLTech,3.6,31.7k,3.2L,3.3k,191,IT Services & Consulting | 1 Lakh+ Employees | Public | 33 years old | Noida +195 more,33
1729,Tech Mahindra,3.6,31.7k,2.7L,3.4k,542,IT Services & Consulting | 1 Lakh+ Employees | Public | 38 years old | Pune +283 more,38
1730,Genpact,3.9,28.4k,2L,2.7k,352,IT Services & Consulting | 1 Lakh+ Employees | Public | 27 years old | New York +121 more,27
1731,Teleperformance,3.9,24.9k,87.8k,1.6k,191,BPO | 50k-1 Lakh Employees | Forbes Global 2000 | 46 years old | Paris +197 more,46
1732,Axis Bank,3.8,23.1k,98.7k,1.4k,114,Banking | 50k-1 Lakh Employees | Public | 31 years old | Mumbai +1334 more,31
1733,Amazon,4.1,23k,1.3L,4.5k,147,Internet | 1 Lakh+ Employees | Public | 30 years old | Seattle +445 more,30
1734,Concentrix Corporation,3.9,23k,1.1L,1.4k,56,IT Services & Consulting | 50k-1 Lakh Employees | Public | 41 years old | Fremont +125 more,41
1735,Jio,3.9,20.9k,65.4k,1.5k,108,Telecom | 50k-1 Lakh Employees | Public | 6 years old | Navi Mumbai +1186 more,6
1736,IBM,4.1,20.4k,2.2L,2.1k,2.4k,IT Services & Consulting | 1 Lakh+ Employees | Public | 113 years old | Armonk +151 more,113
1737,Reliance Retail,3.9,20.2k,64.2k,1.4k,164,Retail | 1 Lakh+ Employees | 18 years old | Navi Mumbai +1023 more,18
1738,HDB Financial Services,4.0,18.6k,50.2k,724,118,NBFC | 1 Lakh+ Employees | 17 years old | Ahmedabad +974 more,17
1739,iEnergizer,4.7,18k,19.9k,414,44,BPO | 10k-50k Employees | 24 years old | Noida +31 more,24
1740,TCS,3.7,79.6k,8.8L,9k,935,IT Services & Consulting | 1 Lakh+ Employees | Public | 56 years old | Mumbai +355 more,56
1741,Accenture,4.0,49.6k,5.9L,6.7k,34.8k,IT Services & Consulting | 1 Lakh+ Employees | Public | 35 years old | Dublin +179 more,35
1742,Cognizant,3.9,44.9k,5.8L,4.9k,426,IT Services & Consulting | 1 Lakh+ Employees | Forbes Global 2000 | 30 years old | Teaneck. New Jersey. +176 more,30
1743,Wipro,3.8,42.7k,4.4L,4.8k,156,IT Services & Consulting | 1 Lakh+ Employees | Public | 79 years old | Bangalore/Bengaluru +283 more,79
1744,Capgemini,3.8,36.7k,4.4L,4.1k,1.5k,IT Services & Consulting | 1 Lakh+ Employees | Public | 57 years old | Paris +145 more,57
1745,HDFC Bank,3.9,35.7k,1.4L,1.9k,174,Banking | 1 Lakh+ Employees | Public | 30 years old | Mumbai +1580 more,30
1746,ICICI Bank,4.0,35.1k,1.5L,2.3k,46,Banking | 1 Lakh+ Employees | Public | 30 years old | Mumbai +1310 more,30
1747,Infosys,3.8,34.5k,4.8L,6.6k,1.1k,IT Services & Consulting | 1 Lakh+ Employees | Public | 43 years old | Bengaluru/Bangalore +187 more,43
1748,HCLTech,3.6,31.7k,3.2L,3.3k,191,IT Services & Consulting | 1 Lakh+ Employees | Public | 33 years old | Noida +195 more,33
1749,Tech Mahindra,3.6,31.7k,2.7L,3.4k,542,IT Services & Consulting | 1 Lakh+ Employees | Public | 38 years old | Pune +283 more,38
1750,Genpact,3.9,28.4k,2L,2.7k,352,IT Services & Consulting | 1 Lakh+ Employees | Public | 27 years old | New York +121 more,27
1751,Teleperformance,3.9,24.9k,87.8k,1.6k,191,BPO | 50k-1 Lakh Employees | Forbes Global 2000 | 46 years old | Paris +197 more,46
1752,Axis Bank,3.8,23.1k,98.7k,1.4k,114,Banking | 50k-1 Lakh Employees | Public | 31 years old | Mumbai +1334 more,31
1753,Amazon,4.1,23k,1.3L,4.5k,147,Internet | 1 Lakh+ Employees | Public | 30 years old | Seattle +445 more,30
1754,Concentrix Corporation,3.9,23k,1.1L,1.4k,56,IT Services & Consulting | 50k-1 Lakh Employees | Public | 41 years old | Fremont +125 more,41
1755,Jio,3.9,20.9k,65.4k,1.5k,108,Telecom | 50k-1 Lakh Employees | Public | 6 years old | Navi Mumbai +1186 more,6
1756,IBM,4.1,20.4k,2.2L,2.1k,2.4k,IT Services & Consulting | 1 Lakh+ Employees | Public | 113 years old | Armonk +151 more,113
1757,Reliance Retail,3.9,20.2k,64.2k,1.4k,164,Retail | 1 Lakh+ Employees | 18 years old | Navi Mumbai +1023 more,18
1758,HDB Financial Services,4.0,18.6k,50.2k,724,118,NBFC | 1 Lakh+ Employees | 17 years old | Ahmedabad +974 more,17
1759,iEnergizer,4.7,18k,19.9k,414,44,BPO | 10k-50k Employees | 24 years old | Noida +31 more,24
1760,TCS,3.7,79.6k,8.8L,9k,935,IT Services & Consulting | 1 Lakh+ Employees | Public | 56 years old | Mumbai +355 more,56
1761,Accenture,4.0,49.6k,5.9L,6.7k,34.8k,IT Services & Consulting | 1 Lakh+ Employees | Public | 35 years old | Dublin +179 more,35
1762,Cognizant,3.9,44.9k,5.8L,4.9k,426,IT Services & Consulting | 1 Lakh+ Employees | Forbes Global 2000 | 30 years old | Teaneck. New Jersey. +176 more,30
1763,Wipro,3.8,42.7k,4.4L,4.8k,156,IT Services & Consulting | 1 Lakh+ Employees | Public | 79 years old | Bangalore/Bengaluru +283 more,79
1764,Capgemini,3.8,36.7k,4.4L,4.1k,1.5k,IT Services & Consulting | 1 Lakh+ Employees | Public | 57 years old | Paris +145 more,57
1765,HDFC Bank,3.9,35.7k,1.4L,1.9k,174,Banking | 1 Lakh+ Employees | Public | 30 years old | Mumbai +1580 more,30
1766,ICICI Bank,4.0,35.1k,1.5L,2.3k,46,Banking | 1 Lakh+ Employees | Public | 30 years old | Mumbai +1310 more,30
1767,Infosys,3.8,34.5k,4.8L,6.6k,1.1k,IT Services & Consulting | 1 Lakh+ Employees | Public | 43 years old | Bengaluru/Bangalore +187 more,43
1768,HCLTech,3.6,31.7k,3.2L,3.3k,191,IT Services & Consulting | 1 Lakh+ Employees | Public | 33 years old | Noida +195 more,33
1769,Tech Mahindra,3.6,31.7k,2.7L,3.4k,542,IT Services & Consulting | 1 Lakh+ Employees | Public | 38 years old | Pune +283 more,38
1770,Genpact,3.9,28.4k,2L,2.7k,352,IT Services & Consulting | 1 Lakh+ Employees | Public | 27 years old | New York +121 more,27
1771,Teleperformance,3.9,24.9k,87.8k,1.6k,191,BPO | 50k-1 Lakh Employees | Forbes Global 2000 | 46 years old | Paris +197 more,46
1772,Axis Bank,3.8,23.1k,98.7k,1.4k,114,Banking | 50k-1 Lakh Employees | Public | 31 years old | Mumbai +1334 more,31
1773,Amazon,4.1,23k,1.3L,4.5k,147,Internet | 1 Lakh+ Employees | Public | 30 years old | Seattle +445 more,30
1774,Concentrix Corporation,3.9,23k,1.1L,1.4k,56,IT Services & Consulting | 50k-1 Lakh Employees | Public | 41 years old | Fremont +125 more,41
1775,Jio,3.9,20.9k,65.4k,1.5k,108,Telecom | 50k-1 Lakh Employees | Public | 6 years old | Navi Mumbai +1186 more,6
1776,IBM,4.1,20.4k,2.2L,2.1k,2.4k,IT Services & Consulting | 1 Lakh+ Employees | Public | 113 years old | Armonk +151 more,113
1777,Reliance Retail,3.9,20.2k,64.2k,1.4k,164,Retail | 1 Lakh+ Employees | 18 years old | Navi Mumbai +1023 more,18
1778,HDB Financial Services,4.0,18.6k,50.2k,724,118,NBFC | 1 Lakh+ Employees | 17 years old | Ahmedabad +974 more,17
1779,iEnergizer,4.7,18k,19.9k,414,44,BPO | 10k-50k Employees | 24 years old | Noida +31 more,24
1780,TCS,3.7,79.6k,8.8L,9k,935,IT Services & Consulting | 1 Lakh+ Employees | Public | 56 years old | Mumbai +355 more,56
1781,Accenture,4.0,49.6k,5.9L,6.7k,34.8k,IT Services & Consulting | 1 Lakh+ Employees | Public | 35 years old | Dublin +179 more,35
1782,Cognizant,3.9,44.9k,5.8L,4.9k,426,IT Services & Consulting | 1 Lakh+ Employees | Forbes Global 2000 | 30 years old | Teaneck. New Jersey. +176 more,30
1783,Wipro,3.8,42.7k,4.4L,4.8k,156,IT Services & Consulting | 1 Lakh+ Employees | Public | 79 years old | Bangalore/Bengaluru +283 more,79
1784,Capgemini,3.8,36.7k,4.4L,4.1k,1.5k,IT Services & Consulting | 1 Lakh+ Employees | Public | 57 years old | Paris +145 more,57
1785,HDFC Bank,3.9,35.7k,1.4L,1.9k,174,Banking | 1 Lakh+ Employees | Public | 30 years old | Mumbai +1580 more,30
1786,ICICI Bank,4.0,35.1k,1.5L,2.3k,46,Banking | 1 Lakh+ Employees | Public | 30 years old | Mumbai +1310 more,30
1787,Infosys,3.8,34.5k,4.8L,6.6k,1.1k,IT Services & Consulting | 1 Lakh+ Employees | Public | 43 years old | Bengaluru/Bangalore +187 more,43
1788,HCLTech,3.6,31.7k,3.2L,3.3k,191,IT Services & Consulting | 1 Lakh+ Employees | Public | 33 years old | Noida +195 more,33
1789,Tech Mahindra,3.6,31.7k,2.7L,3.4k,542,IT Services & Consulting | 1 Lakh+ Employees | Public | 38 years old | Pune +283 more,38
1790,Genpact,3.9,28.4k,2L,2.7k,352,IT Services & Consulting | 1 Lakh+ Employees | Public | 27 years old | New York +121 more,27
1791,Teleperformance,3.9,24.9k,87.8k,1.6k,191,BPO | 50k-1 Lakh Employees | Forbes Global 2000 | 46 years old | Paris +197 more,46
1792,Axis Bank,3.8,23.1k,98.7k,1.4k,114,Banking | 50k-1 Lakh Employees | Public | 31 years old | Mumbai +1334 more,31
1793,Amazon,4.1,23k,1.3L,4.5k,147,Internet | 1 Lakh+ Employees | Public | 30 years old | Seattle +445 more,30
1794,Concentrix Corporation,3.9,23k,1.1L,1.4k,56,IT Services & Consulting | 50k-1 Lakh Employees | Public | 41 years old | Fremont +125 more,41
1795,Jio,3.9,20.9k,65.4k,1.5k,108,Telecom | 50k-1 Lakh Employees | Public | 6 years old | Navi Mumbai +1186 more,6
1796,IBM,4.1,20.4k,2.2L,2.1k,2.4k,IT Services & Consulting | 1 Lakh+ Employees | Public | 113 years old | Armonk +151 more,113
1797,Reliance Retail,3.9,20.2k,64.2k,1.4k,164,Retail | 1 Lakh+ Employees | 18 years old | Navi Mumbai +1023 more,18
1798,HDB Financial Services,4.0,18.6k,50.2k,724,118,NBFC | 1 Lakh+ Employees | 17 years old | Ahmedabad +974 more,17
1799,iEnergizer,4.7,18k,19.9k,414,44,BPO | 10k-50k Employees | 24 years old | Noida +31 more,24
1800,TCS,3.7,79.6k,8.8L,9k,935,IT Services & Consulting | 1 Lakh+ Employees | Public | 56 years old | Mumbai +355 more,56
1801,Accenture,4.0,49.6k,5.9L,6.7k,34.8k,IT Services & Consulting | 1 Lakh+ Employees | Public | 35 years old | Dublin +179 more,35
1802,Cognizant,3.9,44.9k,5.8L,4.9k,426,IT Services & Consulting | 1 Lakh+ Employees | Forbes Global 2000 | 30 years old | Teaneck. New Jersey. +176 more,30
1803,Wipro,3.8,42.7k,4.4L,4.8k,156,IT Services & Consulting | 1 Lakh+ Employees | Public | 79 years old | Bangalore/Bengaluru +283 more,79
1804,Capgemini,3.8,36.7k,4.4L,4.1k,1.5k,IT Services & Consulting | 1 Lakh+ Employees | Public | 57 years old | Paris +145 more,57
1805,HDFC Bank,3.9,35.7k,1.4L,1.9k,174,Banking | 1 Lakh+ Employees | Public | 30 years old | Mumbai +1580 more,30
1806,ICICI Bank,4.0,35.1k,1.5L,2.3k,46,Banking | 1 Lakh+ Employees | Public | 30 years old | Mumbai +1310 more,30
1807,Infosys,3.8,34.5k,4.8L,6.6k,1.1k,IT Services & Consulting | 1 Lakh+ Employees | Public | 43 years old | Bengaluru/Bangalore +187 more,43
1808,HCLTech,3.6,31.7k,3.2L,3.3k,191,IT Services & Consulting | 1 Lakh+ Employees | Public | 33 years old | Noida +195 more,33
1809,Tech Mahindra,3.6,31.7k,2.7L,3.4k,542,IT Services & Consulting | 1 Lakh+ Employees | Public | 38 years old | Pune +283 more,38
1810,Genpact,3.9,28.4k,2L,2.7k,352,IT Services & Consulting | 1 Lakh+ Employees | Public | 27 years old | New York +121 more,27
1811,Teleperformance,3.9,24.9k,87.8k,1.6k,191,BPO | 50k-1 Lakh Employees | Forbes Global 2000 | 46 years old | Paris +197 more,46
1812,Axis Bank,3.8,23.1k,98.7k,1.4k,114,Banking | 50k-1 Lakh Employees | Public | 31 years old | Mumbai +1334 more,31
1813,Amazon,4.1,23k,1.3L,4.5k,147,Internet | 1 Lakh+ Employees | Public | 30 years old | Seattle +445 more,30
1814,Concentrix Corporation,3.9,23k,1.1L,1.4k,56,IT Services & Consulting | 50k-1 Lakh Employees | Public | 41 years old | Fremont +125 more,41
1815,Jio,3.9,20.9k,65.4k,1.5k,108,Telecom | 50k-1 Lakh Employees | Public | 6 years old | Navi Mumbai +1186 more,6
1816,IBM,4.1,20.4k,2.2L,2.1k,2.4k,IT Services & Consulting | 1 Lakh+ Employees | Public | 113 years old | Armonk +151 more,113
1817,Reliance Retail,3.9,20.2k,64.2k,1.4k,164,Retail | 1 Lakh+ Employees | 18 years old | Navi Mumbai +1023 more,18
1818,HDB Financial Services,4.0,18.6k,50.2k,724,118,NBFC | 1 Lakh+ Employees | 17 years old | Ahmedabad +974 more,17
1819,iEnergizer,4.7,18k,19.9k,414,44,BPO | 10k-50k Employees | 24 years old | Noida +31 more,24
1820,TCS,3.7,79.6k,8.8L,9k,935,IT Services & Consulting | 1 Lakh+ Employees | Public | 56 years old | Mumbai +355 more,56
1821,Accenture,4.0,49.6k,5.9L,6.7k,34.8k,IT Services & Consulting | 1 Lakh+ Employees | Public | 35 years old | Dublin +179 more,35
1822,Cognizant,3.9,44.9k,5.8L,4.9k,426,IT Services & Consulting | 1 Lakh+ Employees | Forbes Global 2000 | 30 years old | Teaneck. New Jersey. +176 more,30
1823,Wipro,3.8,42.7k,4.4L,4.8k,156,IT Services & Consulting | 1 Lakh+ Employees | Public | 79 years old | Bangalore/Bengaluru +283 more,79
1824,Capgemini,3.8,36.7k,4.4L,4.1k,1.5k,IT Services & Consulting | 1 Lakh+ Employees | Public | 57 years old | Paris +145 more,57
1825,HDFC Bank,3.9,35.7k,1.4L,1.9k,174,Banking | 1 Lakh+ Employees | Public | 30 years old | Mumbai +1580 more,30
1826,ICICI Bank,4.0,35.1k,1.5L,2.3k,46,Banking | 1 Lakh+ Employees | Public | 30 years old | Mumbai +1310 more,30
1827,Infosys,3.8,34.5k,4.8L,6.6k,1.1k,IT Services & Consulting | 1 Lakh+ Employees | Public | 43 years old | Bengaluru/Bangalore +187 more,43
1828,HCLTech,3.6,31.7k,3.2L,3.3k,191,IT Services & Consulting | 1 Lakh+ Employees | Public | 33 years old | Noida +195 more,33
